Ad_ID,Campaign_Name,Clicks,Impressions,Impressions per conversion,Cost,Leads,Conversions,Conversion Rate,Cost per conversion,Sale_Amount,Ad_Date,Location,Device,Keyword
A1502,data analytics course,131,5559,1111.8,213.9,28,5,0.035,42.78,1604.0,2024-11-29,hyderbad,desktop,analytics for data
A1503,data anlytics corse,190,4630,1157.5,217.6,27,4,0.047,54.4,1900.0,2024-11-23,hyderabad,tablet,data anaytics training
A1504,data analytcis course,123,3340,417.5,225.16,23,8,0.047,28.145,1563.0,2024-11-26,hyderabad,mobile,online data analytic
A1505,data analytics course,97,3330,1110.0,182.98,15,3,0.031,60.99333333333333,1102.0,2024-11-14,hyderbad,tablet,data analitics online
A1506,data analytcis course,164,3117,623.4,198.53,25,5,0.047,39.706,1749.0,2024-11-29,hyderbad,mobile,analytics for data
A1507,data analytics course,134,3562,356.2,247.59,24,10,0.075,24.759,1295.0,2024-11-01,hyderabad,tablet,analytics for data
A1508,data analytics course,117,5144,1714.6666666666667,221.76,23,3,0.038,73.92,1338.0,2024-11-11,hyderbad,mobile,analytics for data
A1509,data analytics course,168,4375,546.875,213.9,19,8,0.048,26.7375,1267.0,2024-11-06,hyderbad,mobile,online data analytic
A1510,data analytcis course,173,3328,332.8,224.17,15,10,0.043,22.416999999999998,1904.0,2024-11-28,hydrebad,mobile,online data analytic
A1511,data anlytics corse,158,4336,481.77777777777777,238.29,26,9,0.052,26.476666666666667,1245.0,2024-11-30,hyderbad,tablet,online data analytic
A1512,data analytcis course,135,5063,843.8333333333334,195.58,22,6,0.044,32.59666666666667,1482.0,2024-11-29,hyderbad,tablet,learn data analytics
A1513,data analytics course,182,5993,1997.6666666666667,213.9,19,3,0.047,71.3,1254.0,2024-11-19,hyderabad,desktop,data anaytics training
A1514,data anlytics corse,83,3926,785.2,237.07,22,5,0.06,47.414,1667.0,2024-11-07,hydrebad,mobile,analytics for data
A1515,data analytics course,85,5570,795.7142857142857,221.73,14,7,0.047,31.675714285714285,1292.0,2024-11-29,hyderabad,tablet,data analitics online
A1516,data anlytics corse,98,5571,795.8571428571429,208.4,15,7,0.071,29.771428571428572,1890.0,2024-11-14,hyderabad,desktop,analytics for data
A1517,data anlytics corse,151,5700,1900.0,182.27,13,3,0.054,60.75666666666667,1255.0,2024-11-23,hydrebad,mobile,data analytics course
A1518,data analytics corse,122,4441,740.1666666666666,244.38,25,6,0.049,40.73,1482.0,2024-11-02,hydrebad,desktop,analytics for data
A1519,data analytcis course,84,4646,663.7142857142857,226.32,11,7,0.051,32.33142857142857,1596.0,2024-11-30,hyderabad,tablet,analytics for data
A1520,data analytcis course,127,5964,852.0,182.01,26,7,0.047,26.00142857142857,1490.0,2024-11-25,hyderbad,desktop,data analytics course
A1521,data analytcis course,148,4725,1575.0,187.02,25,3,0.02,62.34,1586.0,2024-11-15,hyderabad,mobile,learn data analytics
A1522,data analytics course,85,4230,528.75,233.73,18,8,0.047,29.21625,1998.0,2024-11-08,hyderbad,tablet,data analytics course
A1523,data analytcis course,105,3880,485.0,246.63,19,8,0.051,30.82875,1598.0,2024-11-13,hydrebad,mobile,data anaytics training
A1524,data analytics course,187,3842,768.4,214.35,28,5,0.031,42.87,1596.0,2024-11-13,hyderabad,mobile,online data analytic
A1525,data analytcis course,153,3143,314.3,244.73,12,10,0.065,24.473,1365.0,2024-11-15,hyderabad,mobile,online data analytic
A1526,data analytics corse,143,5781,642.3333333333334,208.63,21,9,0.05,23.18111111111111,1443.0,2024-11-26,hyderbad,mobile,data analitics online
A1527,data anlytics corse,183,3790,473.75,202.48,21,8,0.037,25.31,1215.0,2024-11-26,hyderabad,desktop,data anaytics training
A1528,data analytics course,172,4250,607.1428571428571,235.2,28,7,0.047,33.6,1036.0,2024-11-06,hyderbad,mobile,learn data analytics
A1529,data analytics corse,98,3800,1266.6666666666667,240.45,16,3,0.031,80.14999999999999,1700.0,2024-11-01,hyderabad,desktop,data analytics course
A1530,data analytics corse,87,4675,779.1666666666666,200.71,28,6,0.069,33.45166666666667,1428.0,2024-11-20,hyderbad,mobile,analytics for data
A1531,data anlytics corse,84,5711,951.8333333333334,216.02,13,6,0.047,36.00333333333334,1654.0,2024-11-17,hyderabad,desktop,data anaytics training
A1532,data analytcis course,151,3022,755.5,191.35,13,4,0.026,47.8375,1133.0,2024-11-18,hyderabad,mobile,learn data analytics
A1533,data anlytics corse,113,5407,600.7777777777778,203.23,15,9,0.037,22.58111111111111,1745.0,2024-11-16,hyderabad,desktop,data anaytics training
A1534,data analytics corse,89,5095,1273.75,202.21,22,4,0.056,50.5525,1065.0,2024-11-07,hyderabad,tablet,data analytics course
A1535,data analytcis course,174,3587,512.4285714285714,217.67,10,7,0.04,31.095714285714283,1226.0,2024-11-22,hyderabad,mobile,data anaytics training
A1536,data analytics course,166,5524,789.1428571428571,205.53,25,7,0.047,29.361428571428572,1241.0,2024-11-24,hyderabad,mobile,analytics for data
A1537,data analytcis course,196,3777,755.4,246.52,20,5,0.026,49.304,1159.0,2024-11-15,hyderabad,desktop,data analytics course
A1538,data anlytics corse,97,3480,1160.0,233.32,22,3,0.031,77.77333333333333,1008.0,2024-11-28,hydrebad,desktop,data analitics online
A1539,data anlytics corse,89,4200,525.0,200.98,23,8,0.047,25.1225,1476.0,2024-11-23,hyderabad,mobile,data analytics course
A1540,data analytcis course,130,5384,673.0,218.6,24,8,0.062,27.325,1943.0,2024-11-28,hyderbad,mobile,learn data analytics
A1541,data analytics corse,103,4766,595.75,245.34,11,8,0.078,30.6675,1488.0,2024-11-08,hyderabad,desktop,analytics for data
A1542,data analytics corse,138,3322,415.25,196.83,17,8,0.058,24.60375,1482.0,2024-11-01,hyderabad,desktop,online data analytic
A1543,data analytics course,127,4625,1541.6666666666667,207.62,17,3,0.024,69.20666666666666,1811.0,2024-11-17,hyderabad,desktop,learn data analytics
A1544,data anlytics corse,170,4689,781.5,195.98,26,6,0.035,32.663333333333334,1873.0,2024-11-14,hyderabad,desktop,data analitics online
A1545,data analytics course,115,3764,752.8,197.47,20,5,0.047,39.494,1952.0,2024-11-27,hyderabad,desktop,learn data analytics
A1546,data analytcis course,132,3365,373.8888888888889,198.01,17,9,0.068,22.00111111111111,1161.0,2024-11-14,hydrebad,desktop,analytics for data
A1547,data analytics corse,168,3392,376.8888888888889,230.77,15,9,0.054,25.641111111111112,1504.0,2024-11-11,hyderabad,mobile,online data analytic
A1548,data anlytics corse,145,5978,597.8,223.3,30,10,0.047,22.330000000000002,1859.0,2024-11-20,hyderabad,mobile,online data analytic
A1549,data anlytics corse,163,3340,477.14285714285717,217.35,26,7,0.043,31.05,1751.0,2024-11-24,hyderabad,tablet,data anaytics training
A1550,data analytics corse,84,4407,440.7,192.52,19,10,0.119,19.252000000000002,1221.0,2024-11-03,hyderabad,tablet,learn data analytics
A1551,data anlytics corse,124,3180,530.0,180.8,17,6,0.048,30.133333333333336,1822.0,2024-11-11,hyderabad,mobile,online data analytic
A1552,data analytics corse,162,4947,824.5,233.76,23,6,0.045,38.96,1973.0,2024-11-15,hydrebad,tablet,data analytics course
A1553,data analytics course,119,4480,1493.3333333333333,184.25,20,3,0.025,61.416666666666664,1985.0,2024-11-22,hyderabad,mobile,online data analytic
A1554,data anlytics corse,151,5595,1398.75,246.66,24,4,0.026,61.665,1921.0,2024-11-29,hyderabad,desktop,learn data analytics
A1555,data analytics course,190,4808,801.3333333333334,199.94,16,6,0.032,33.32333333333333,1454.0,2024-11-03,hyderabad,desktop,data analitics online
A1556,data analytics corse,138,3382,483.14285714285717,204.12,27,7,0.051,29.16,1386.0,2024-11-05,hydrebad,tablet,learn data analytics
A1557,data anlytics corse,100,4643,515.8888888888889,214.46,16,9,0.09,23.82888888888889,1179.0,2024-11-03,hydrebad,tablet,online data analytic
A1558,data analytics course,187,5400,771.4285714285714,210.0,14,7,0.047,30.0,1945.0,2024-11-15,hyderbad,desktop,analytics for data
A1559,data analytcis course,176,3400,1133.3333333333333,191.5,29,3,0.047,63.833333333333336,1429.0,2024-11-28,hyderbad,mobile,online data analytic
A1560,data analytics corse,117,4223,703.8333333333334,213.9,28,6,0.059,35.65,1489.0,2024-11-10,hyderabad,mobile,data anaytics training
A1561,data anlytics corse,196,4534,566.75,206.31,24,8,0.051,25.78875,1426.0,2024-11-23,hyderabad,tablet,data analitics online
A1562,data analytics course,155,3864,1288.0,222.17,12,3,0.047,74.05666666666666,1407.0,2024-11-21,hydrebad,mobile,data anaytics training
A1563,data analytics course,188,3838,1279.3333333333333,240.99,15,3,0.016,80.33,1951.0,2024-11-10,hydrebad,mobile,data analytics course
A1564,data analytcis course,81,5659,1414.75,222.98,25,4,0.057,55.745,1654.0,2024-11-19,hyderabad,tablet,data analitics online
A1565,data analytics corse,125,4794,684.8571428571429,213.9,28,7,0.051,30.557142857142857,1453.0,2024-11-22,hyderabad,desktop,data analitics online
A1566,data analytics corse,158,5214,1738.0,222.28,21,3,0.019,74.09333333333333,1630.0,2024-11-03,hydrebad,desktop,data analytics course
A1567,data analytics corse,133,5762,1152.4,196.02,10,5,0.038,39.204,1482.0,2024-11-03,hyderabad,tablet,data analytics course
A1568,data analytcis course,128,5026,558.4444444444445,239.88,15,9,0.07,26.653333333333332,1745.0,2024-11-25,hyderbad,mobile,analytics for data
A1569,data analytcis course,148,3883,970.75,181.4,30,4,0.027,45.35,1966.0,2024-11-16,hydrebad,desktop,analytics for data
A1570,data analytics course,92,4605,1535.0,234.69,29,3,0.047,78.23,1264.0,2024-11-30,hyderbad,mobile,data anaytics training
A1571,data anlytics corse,147,4534,566.75,205.83,25,8,0.047,25.72875,1728.0,2024-11-02,hydrebad,desktop,data analytics course
A1572,data anlytics corse,136,5454,909.0,247.7,13,6,0.044,41.28333333333333,1687.0,2024-11-06,hydrebad,mobile,data analitics online
A1573,data anlytics corse,132,4957,826.1666666666666,220.43,28,6,0.045,36.73833333333334,1218.0,2024-11-03,hyderbad,mobile,online data analytic
A1574,data analytics course,173,4534,1511.3333333333333,241.61,28,3,0.017,80.53666666666668,1191.0,2024-11-13,hyderabad,tablet,learn data analytics
A1575,data anlytics corse,85,4747,949.4,224.35,26,5,0.059,44.87,1087.0,2024-11-01,hyderabad,tablet,data analytics course
A1576,data analytcis course,129,5874,1174.8,200.17,12,5,0.039,40.034,1405.0,2024-11-29,hyderabad,tablet,online data analytic
A1577,data analytics corse,181,4730,1182.5,243.35,16,4,0.047,60.8375,1975.0,2024-11-20,hyderabad,mobile,online data analytic
A1578,data analytcis course,85,5341,890.1666666666666,249.64,21,6,0.032,41.60666666666666,1388.0,2024-11-10,hyderbad,mobile,online data analytic
A1579,data analytcis course,92,4327,618.1428571428571,188.6,14,7,0.047,26.942857142857143,1140.0,2024-11-22,hydrebad,tablet,data anaytics training
A1580,data analytics corse,192,4534,1133.5,180.82,27,4,0.021,45.205,1847.0,2024-11-09,hydrebad,mobile,data anaytics training
A1581,data analytcis course,146,4484,498.22222222222223,194.67,27,9,0.052,21.63,1234.0,2024-11-02,hyderbad,tablet,data anaytics training
A1582,data anlytics corse,178,4311,1077.75,205.46,18,4,0.022,51.365,1671.0,2024-11-18,hyderabad,tablet,analytics for data
A1583,data analytics course,197,3009,334.3333333333333,233.44,22,9,0.046,25.93777777777778,1374.0,2024-11-18,hydrebad,tablet,analytics for data
A1584,data anlytics corse,176,3110,622.0,205.23,23,5,0.028,41.046,1746.0,2024-11-19,hyderabad,desktop,online data analytic
A1585,data analytics course,98,3365,373.8888888888889,224.28,27,9,0.047,24.92,1108.0,2024-11-27,hyderabad,desktop,data anaytics training
A1586,data analytics course,105,3274,818.5,187.89,24,4,0.038,46.9725,1360.0,2024-11-09,hyderabad,desktop,learn data analytics
A1587,data analytics course,113,3231,323.1,210.13,19,10,0.041,21.012999999999998,1234.0,2024-11-15,hyderbad,desktop,online data analytic
A1588,data analytics corse,139,3440,344.0,246.53,13,10,0.047,24.653,1217.0,2024-11-27,hyderabad,tablet,online data analytic
A1589,data analytcis course,88,5196,1039.2,197.32,26,5,0.057,39.464,1438.0,2024-11-03,hydrebad,desktop,online data analytic
A1590,data analytics corse,106,5321,760.1428571428571,239.76,11,7,0.066,34.25142857142857,1910.0,2024-11-24,hydrebad,desktop,data anaytics training
A1591,data analytics course,148,5841,834.4285714285714,243.09,15,7,0.047,34.72714285714286,1535.0,2024-11-29,hyderabad,mobile,data analitics online
A1592,data analytcis course,174,4534,906.8,227.96,25,5,0.029,45.592,1566.0,2024-11-15,hyderbad,tablet,online data analytic
A1593,data analytics course,196,5776,1444.0,227.24,30,4,0.02,56.81,1482.0,2024-11-04,hyderabad,mobile,data anaytics training
A1594,data analytics corse,128,4729,525.4444444444445,243.45,25,9,0.031,27.049999999999997,1782.0,2024-11-23,hydrebad,desktop,learn data analytics
A1595,data analytcis course,163,5371,767.2857142857143,215.89,29,7,0.043,30.84142857142857,1906.0,2024-11-05,hydrebad,tablet,data analytics course
A1596,data analytics corse,183,5268,1053.6,203.65,17,5,0.027,40.730000000000004,1731.0,2024-11-12,hyderabad,mobile,learn data analytics
A1597,data analytics course,196,5386,1346.5,224.31,23,4,0.02,56.0775,1423.0,2024-11-30,hyderabad,tablet,learn data analytics
A1598,data anlytics corse,121,4432,443.2,218.71,25,10,0.047,21.871000000000002,1568.0,2024-11-13,hydrebad,desktop,analytics for data
A1599,data analytics corse,174,3031,505.1666666666667,242.32,25,6,0.034,40.38666666666666,1381.0,2024-11-08,hyderabad,mobile,online data analytic
A1600,data anlytics corse,142,5999,857.0,214.05,27,7,0.047,30.57857142857143,1064.0,2024-11-21,hyderabad,desktop,analytics for data
A1601,data anlytics corse,118,3274,1091.3333333333333,222.62,10,3,0.025,74.20666666666666,1716.0,2024-11-09,hyderbad,tablet,analytics for data
A1602,data analytics corse,118,5889,588.9,193.01,17,10,0.085,19.301,1789.0,2024-11-10,hyderabad,desktop,online data analytic
A1603,data analytics course,149,5601,933.5,222.01,15,6,0.04,37.001666666666665,1514.0,2024-11-25,hydrebad,desktop,analytics for data
A1604,data analytics course,127,4295,429.5,212.6,26,10,0.079,21.259999999999998,1713.0,2024-11-19,hyderabad,tablet,data analytics course
A1605,data analytics course,195,5135,1711.6666666666667,226.37,17,3,0.047,75.45666666666666,1482.0,2024-11-24,hyderbad,desktop,data anaytics training
A1606,data anlytics corse,173,5233,747.5714285714286,229.38,28,7,0.047,32.76857142857143,1322.0,2024-11-16,hyderabad,mobile,learn data analytics
A1607,data analytics course,131,5727,1431.75,218.65,28,4,0.031,54.6625,1631.0,2024-11-07,hydrebad,mobile,data anaytics training
A1608,data anlytics corse,105,4691,1563.6666666666667,213.15,21,3,0.035,71.05,1276.0,2024-11-22,hyderabad,desktop,analytics for data
A1609,data analytcis course,104,3409,852.25,207.63,19,4,0.047,51.9075,1195.0,2024-11-16,hydrebad,mobile,analytics for data
A1610,data analytics course,139,4333,722.1666666666666,230.05,19,6,0.043,38.34166666666667,1407.0,2024-11-21,hyderbad,desktop,analytics for data
A1611,data analytcis course,110,4430,886.0,197.84,23,5,0.045,39.568,1482.0,2024-11-15,hyderabad,mobile,learn data analytics
A1612,data analytcis course,193,4860,972.0,181.27,14,5,0.026,36.254000000000005,1482.0,2024-11-16,hyderabad,desktop,online data analytic
A1613,data analytics corse,109,4396,439.6,188.6,11,10,0.092,18.86,1451.0,2024-11-18,hyderabad,mobile,data anaytics training
A1614,data analytics corse,141,5000,500.0,223.7,29,10,0.071,22.369999999999997,1909.0,2024-11-12,hydrebad,tablet,data analitics online
A1615,data analytics corse,182,3487,498.14285714285717,211.71,23,7,0.038,30.244285714285716,1027.0,2024-11-24,hyderabad,mobile,data analitics online
A1616,data analytcis course,179,4236,605.1428571428571,245.01,23,7,0.039,35.00142857142857,1822.0,2024-11-07,hydrebad,mobile,learn data analytics
A1617,data analytcis course,89,5349,668.625,213.9,20,8,0.09,26.7375,1371.0,2024-11-28,hydrebad,tablet,data analitics online
A1618,data analytics course,181,5678,567.8,226.89,22,10,0.047,22.689,1992.0,2024-11-02,hyderbad,tablet,data anaytics training
A1619,data anlytics corse,85,5247,749.5714285714286,219.97,15,7,0.082,31.424285714285713,1612.0,2024-11-20,hyderabad,desktop,analytics for data
A1620,data anlytics corse,179,3685,526.4285714285714,202.66,15,7,0.039,28.951428571428572,1634.0,2024-11-18,hyderabad,desktop,data analytics course
A1621,data anlytics corse,172,5862,1465.5,202.0,23,4,0.023,50.5,1469.0,2024-11-28,hyderbad,desktop,online data analytic
A1622,data anlytics corse,196,5040,560.0,197.08,11,9,0.046,21.89777777777778,1774.0,2024-11-22,hydrebad,desktop,data analytics course
A1623,data analytics course,139,3423,855.75,223.95,30,4,0.055,55.9875,1480.0,2024-11-03,hyderabad,desktop,analytics for data
A1624,data anlytics corse,135,5981,996.8333333333334,228.66,26,6,0.047,38.11,1515.0,2024-11-12,hyderabad,desktop,data anaytics training
A1625,data analytcis course,97,3495,582.5,230.83,16,6,0.062,38.47166666666667,1675.0,2024-11-23,hyderabad,tablet,analytics for data
A1626,data analytics course,137,3702,411.3333333333333,215.41,25,9,0.066,23.934444444444445,1010.0,2024-11-10,hyderabad,desktop,learn data analytics
A1627,data analytcis course,164,3405,1135.0,217.58,10,3,0.018,72.52666666666667,1885.0,2024-11-30,hyderbad,desktop,data analitics online
A1628,data anlytics corse,178,3370,374.44444444444446,180.66,25,9,0.051,20.073333333333334,1830.0,2024-11-24,hyderbad,desktop,online data analytic
A1629,data analytics course,146,4455,891.0,227.13,16,5,0.047,45.426,1040.0,2024-11-24,hyderbad,tablet,online data analytic
A1630,data analytics course,149,4670,467.0,218.31,10,10,0.067,21.831,1623.0,2024-11-02,hyderbad,mobile,analytics for data
A1631,data analytics course,193,4287,1429.0,204.62,15,3,0.047,68.20666666666666,1800.0,2024-11-09,hyderabad,tablet,data anaytics training
A1632,data analytics course,139,3546,506.57142857142856,183.41,27,7,0.047,26.201428571428572,1701.0,2024-11-28,hydrebad,mobile,data anaytics training
A1633,data analytcis course,106,4740,1580.0,229.13,19,3,0.028,76.37666666666667,1149.0,2024-11-11,hyderabad,desktop,online data analytic
A1634,data analytics course,131,5642,626.8888888888889,184.57,20,9,0.047,20.507777777777775,1827.0,2024-11-16,hyderabad,mobile,data analytics course
A1635,data analytcis course,111,4161,594.4285714285714,185.58,10,7,0.047,26.511428571428574,1434.0,2024-11-04,hyderabad,desktop,data anaytics training
A1636,data analytcis course,144,4241,848.2,181.4,24,5,0.035,36.28,1693.0,2024-11-19,hydrebad,mobile,online data analytic
A1637,data analytics course,151,5875,839.2857142857143,192.46,28,7,0.047,27.494285714285716,1459.0,2024-11-18,hyderabad,mobile,data analitics online
A1638,data anlytics corse,146,5457,1091.4,213.9,15,5,0.034,42.78,1029.0,2024-11-02,hyderbad,desktop,data analytics course
A1639,data analytics course,133,4780,1195.0,198.66,22,4,0.03,49.665,1905.0,2024-11-09,hydrebad,tablet,online data analytic
A1640,data analytics corse,139,5922,1974.0,239.1,12,3,0.048,79.7,1733.0,2024-11-06,hyderabad,desktop,data analytics course
A1641,data analytcis course,82,3454,493.42857142857144,228.02,30,7,0.049,32.574285714285715,1463.0,2024-11-09,hyderabad,desktop,learn data analytics
A1642,data analytcis course,135,3449,689.8,200.06,17,5,0.037,40.012,1950.0,2024-11-07,hydrebad,mobile,data analytics course
A1643,data analytcis course,199,4287,428.7,235.58,12,10,0.05,23.558,1276.0,2024-11-10,hydrebad,tablet,data analytics course
A1644,data analytics course,123,5000,1666.6666666666667,187.67,25,3,0.024,62.556666666666665,1351.0,2024-11-07,hyderabad,tablet,data analitics online
A1645,data analytics course,154,3437,859.25,211.63,28,4,0.026,52.9075,1604.0,2024-11-14,hydrebad,tablet,data anaytics training
A1646,data analytics course,88,3475,496.42857142857144,191.96,12,7,0.08,27.422857142857143,1204.0,2024-11-25,hyderabad,desktop,online data analytic
A1647,data analytics corse,165,4889,1222.25,180.19,21,4,0.024,45.0475,1458.0,2024-11-19,hydrebad,mobile,analytics for data
A1648,data analytics corse,87,3639,1213.0,220.76,22,3,0.036,73.58666666666666,1231.0,2024-11-14,hyderabad,mobile,analytics for data
A1649,data analytics corse,147,3959,439.8888888888889,181.18,27,9,0.061,20.13111111111111,1627.0,2024-11-26,hyderbad,mobile,analytics for data
A1650,data analytcis course,137,5400,540.0,180.04,10,10,0.073,18.003999999999998,1375.0,2024-11-29,hydrebad,tablet,analytics for data
A1651,data analytics course,188,5528,552.8,245.03,13,10,0.053,24.503,1202.0,2024-11-29,hyderabad,desktop,analytics for data
A1652,data anlytics corse,162,5456,909.3333333333334,193.69,10,6,0.037,32.281666666666666,1992.0,2024-11-29,hyderabad,tablet,online data analytic
A1653,data analytcis course,102,4308,615.4285714285714,221.54,13,7,0.06,31.648571428571426,1096.0,2024-11-08,hyderabad,mobile,data analitics online
A1654,data analytics course,120,3245,360.55555555555554,196.09,15,9,0.075,21.787777777777777,1056.0,2024-11-22,hyderabad,desktop,data anaytics training
A1655,data analytcis course,125,3339,834.75,205.32,18,4,0.054,51.33,1985.0,2024-11-28,hydrebad,desktop,data analytics course
A1656,data anlytics corse,155,5977,853.8571428571429,187.28,16,7,0.047,26.754285714285714,1607.0,2024-11-10,hyderabad,desktop,online data analytic
A1657,data analytcis course,137,4231,846.2,226.49,25,5,0.036,45.298,1078.0,2024-11-12,hydrebad,tablet,analytics for data
A1658,data analytcis course,91,4506,1502.0,195.99,12,3,0.045,65.33,1179.0,2024-11-22,hyderbad,tablet,learn data analytics
A1659,data analytics course,87,4869,973.8,220.97,29,5,0.057,44.194,1480.0,2024-11-05,hydrebad,desktop,data anaytics training
A1660,data analytics corse,124,5716,714.5,217.84,28,8,0.047,27.23,1791.0,2024-11-24,hyderabad,mobile,data anaytics training
A1661,data anlytics corse,128,3243,540.5,208.41,14,6,0.037,34.735,1514.0,2024-11-02,hyderabad,mobile,online data analytic
A1662,data analytcis course,111,3911,434.55555555555554,239.24,28,9,0.047,26.582222222222224,1097.0,2024-11-01,hyderabad,tablet,online data analytic
A1663,data analytics corse,89,3982,568.8571428571429,209.87,27,7,0.079,29.981428571428573,1920.0,2024-11-04,hydrebad,desktop,data analytics course
A1664,data anlytics corse,107,5299,662.375,207.36,19,8,0.047,25.92,1567.0,2024-11-26,hydrebad,tablet,data anaytics training
A1665,data anlytics corse,181,4150,830.0,236.69,15,5,0.047,47.338,1251.0,2024-11-10,hyderabad,mobile,data analitics online
A1666,data analytics course,110,5925,658.3333333333334,188.18,29,9,0.082,20.90888888888889,1682.0,2024-11-23,hydrebad,desktop,data anaytics training
A1667,data analytcis course,85,4010,1002.5,195.26,17,4,0.042,48.815,1853.0,2024-11-06,hydrebad,mobile,data analitics online
A1668,data analytics corse,125,5767,720.875,213.9,12,8,0.035,26.7375,1020.0,2024-11-19,hyderabad,tablet,data analitics online
A1669,data anlytics corse,163,4534,1511.3333333333333,213.9,11,3,0.018,71.3,1819.0,2024-11-20,hydrebad,tablet,data anaytics training
A1670,data analytics corse,129,3787,631.1666666666666,229.81,10,6,0.047,38.30166666666667,1221.0,2024-11-13,hydrebad,desktop,online data analytic
A1671,data analytcis course,112,4834,690.5714285714286,212.27,11,7,0.062,30.324285714285715,1524.0,2024-11-27,hyderabad,mobile,data analitics online
A1672,data analytcis course,104,3031,505.1666666666667,188.47,13,6,0.043,31.411666666666665,1998.0,2024-11-05,hydrebad,desktop,data anaytics training
A1673,data analytics course,132,3754,375.4,180.88,21,10,0.076,18.088,1601.0,2024-11-24,hyderabad,mobile,online data analytic
A1674,data anlytics corse,113,3281,546.8333333333334,241.85,16,6,0.053,40.30833333333333,1482.0,2024-11-08,hyderabad,tablet,data analitics online
A1675,data anlytics corse,109,4910,613.75,236.2,20,8,0.054,29.525,1145.0,2024-11-08,hydrebad,tablet,data anaytics training
A1676,data anlytics corse,144,5026,1256.5,231.82,14,4,0.028,57.955,1645.0,2024-11-10,hyderbad,desktop,data analytics course
A1677,data analytics corse,179,5091,848.5,238.62,10,6,0.034,39.77,1259.0,2024-11-24,hyderabad,mobile,learn data analytics
A1678,data analytcis course,139,5622,702.75,190.87,14,8,0.047,23.85875,1400.0,2024-11-17,hyderbad,mobile,analytics for data
A1679,data anlytics corse,116,4538,504.22222222222223,221.74,23,9,0.078,24.637777777777778,1639.0,2024-11-24,hyderbad,desktop,data anaytics training
A1680,data analytics course,89,3509,389.8888888888889,192.14,27,9,0.101,21.348888888888887,1564.0,2024-11-12,hyderabad,mobile,online data analytic
A1681,data analytics course,96,3346,478.0,248.48,15,7,0.073,35.497142857142855,1118.0,2024-11-28,hyderbad,desktop,data analitics online
A1682,data analytics course,193,4706,588.25,213.41,24,8,0.046,26.67625,1058.0,2024-11-09,hyderabad,desktop,data analytics course
A1683,data analytcis course,122,3896,1298.6666666666667,194.3,23,3,0.025,64.76666666666667,1355.0,2024-11-21,hyderabad,mobile,data analytics course
A1684,data analytics course,133,3332,476.0,201.59,14,7,0.047,28.798571428571428,1943.0,2024-11-15,hyderabad,tablet,data analytics course
A1685,data analytics course,177,5738,819.7142857142857,249.21,11,7,0.04,35.60142857142857,1435.0,2024-11-16,hyderabad,mobile,data anaytics training
A1686,data analytics corse,162,5346,1069.2,223.12,25,5,0.031,44.624,1052.0,2024-11-28,hyderbad,desktop,data analytics course
A1687,data analytics course,182,5857,1464.25,192.69,15,4,0.048,48.1725,1384.0,2024-11-02,hyderabad,desktop,data analytics course
A1688,data analytics corse,154,4836,483.6,233.8,26,10,0.047,23.380000000000003,1838.0,2024-11-30,hydrebad,desktop,data analytics course
A1689,data analytics corse,104,5291,529.1,186.93,19,10,0.096,18.693,1805.0,2024-11-29,hyderbad,tablet,data analytics course
A1690,data analytcis course,101,4840,537.7777777777778,230.68,21,9,0.089,25.63111111111111,1556.0,2024-11-22,hydrebad,desktop,data anaytics training
A1691,data analytcis course,173,4246,1415.3333333333333,202.95,27,3,0.017,67.64999999999999,1276.0,2024-11-29,hyderabad,tablet,learn data analytics
A1692,data analytics corse,186,5824,970.6666666666666,224.48,29,6,0.047,37.413333333333334,1882.0,2024-11-28,hyderabad,mobile,data analitics online
A1693,data analytcis course,148,5952,1488.0,186.32,14,4,0.044,46.58,1469.0,2024-11-10,hydrebad,mobile,data analytics course
A1694,data anlytics corse,181,3691,369.1,229.14,25,10,0.047,22.913999999999998,1375.0,2024-11-06,hyderbad,mobile,analytics for data
A1695,data analytcis course,110,4350,483.3333333333333,243.88,16,9,0.047,27.09777777777778,1157.0,2024-11-15,hyderbad,tablet,online data analytic
A1696,data analytics corse,151,5656,808.0,191.95,18,7,0.047,27.42142857142857,1813.0,2024-11-02,hydrebad,mobile,data analitics online
A1697,data analytcis course,90,4566,507.3333333333333,228.82,29,9,0.051,25.424444444444443,1697.0,2024-11-13,hyderbad,desktop,data anaytics training
A1698,data anlytics corse,111,4245,530.625,245.76,22,8,0.072,30.72,1482.0,2024-11-07,hyderbad,desktop,online data analytic
A1699,data analytics course,170,5053,561.4444444444445,217.41,16,9,0.031,24.156666666666666,1497.0,2024-11-17,hyderabad,mobile,data anaytics training
A1700,data analytics course,112,5093,727.5714285714286,228.8,23,7,0.062,32.68571428571429,1188.0,2024-11-17,hyderabad,desktop,analytics for data
A1701,data anlytics corse,188,5336,1778.6666666666667,188.73,17,3,0.016,62.91,1601.0,2024-11-03,hyderabad,tablet,online data analytic
A1702,data anlytics corse,85,4963,827.1666666666666,186.21,14,6,0.047,31.035,1747.0,2024-11-05,hyderabad,mobile,data analytics course
A1703,data analytcis course,94,4544,568.0,235.77,23,8,0.047,29.47125,1342.0,2024-11-05,hyderabad,tablet,online data analytic
A1704,data analytcis course,177,4901,490.1,217.54,20,10,0.056,21.753999999999998,1975.0,2024-11-13,hyderabad,tablet,data analitics online
